Sound,Color,Spatiality,Composition,Shape,Material
48,0.280,0.470,0.928,0.030,0.260
49,0.856,0.603,0.134,0.876,1.000
40,0.725,0.502,0.359,0.000,0.878
41,0.407,0.382,0.692,1.000,0.312
