file,RT20,RT30,EDT,C50,C80,D50,D80,oct_band_T60_31hz,oct_band_T60_63hz,oct_band_T60_125hz,oct_band_T60_250hz,oct_band_T60_500hz,oct_band_T60_1000hz,oct_band_T60_2000hz,oct_band_T60_4000hz,oct_band_T60_8000hz,oct_band_T60_16000hz
1st_baptist_nashville_balcony.wav,2.639372491923524,3.4899500439558984,1.7943227849008663,1.5919614,2.8752277,0.59062815,0.65971977,4.004285510109154,3.786573320342339,3.606104344724489,3.4111398746595434,3.099626921187005,3.034380528655777,3.0027988753095345,2.733928212477166,2.5074266076373233,1.849904130143387
